emotion,tweet_no_emojis
4," awww,all good news!!  I hope it will work! - btw,I just downloaded Pretty.Odd "
4,I peeked!  All I can say is ! I am shocked.
4," Hahai was gonna say  shes absolutely everywhere, its hard not to have atleast heard of her. shes great ay? "
4,M&amp's in the rain? should be fun
4,has just fed and brushed the ponies with ambz  Riding lesson tdayy  Off too eccy later
4," I was cracking up so hard at the Biden thing, LMAO!  Oh &amp; how cute is it having Andy back? Oh man! Can't wait till tmrw! "
4,"thanks to , I finally changed my twitter background. it so pretty  i'll be changing them regulary now  mebbe."
4,"I have no idea why Sum 41 is called Punk and Metal Yeah, I like them and all but most of their stuff is mellow or pop-punk "
4,Cool  But not too cool  I'm gonna do it on mine as well  Starting with my planner.... -writes&quot;FLONES&quot;&amp;many other ....
4,(cont.)people gonna be like  woa where she come from?! she's dope where has she been hiding?  yep i know it.
4," byeeee msf  thankyou, hope you have an okay ish time at school with the homies  yeah that would be funny at 4am :L:L"
4,Aww thats So Pretty  Your going to have so much funn.... ahhh yay well hope you have an awesome time time girl miss and ...
4,pancakes = totally amazing.  my record is 9 pancakes    anyone eat more then that ?
4," hmm , i'll try to learn it on guitar and ukulele[: thanks morenne "
4," Well, we have been on a revamp  this time is just a layout + css change and hopefully new graphics &amp; photos for the gallery "
4,"I just learned that yes, you can use Acronis to clone a single drive to a RAID0+1. Saved me having to re-install . "
4," aw man, welcome to my life  I hope you cheer up soon!  also please don't kick me in anger I just got a massage. "
4,so tomorrow i meet green day
4,i know righttt!! uhh some random guy on youtube! lol. si nick p.  lingaw siya amazing voice. haha.
4,"has been listening to The Rocket Summer all morning long The 'Hello, Good Friend' CD, specifically "
4,226 of them are . It grows by default if you don't manage. I'm sure you trigger all sorts of keyword auto follows too.
4,Gooood Niiiiiiiiight Peeeeeps    lol
4,Loves her best friend shelby jay to death and loved seeing taylor hopefully soon i can call him mine love everyone text 269-492-2048
4,MOMS IN ALASKA HOPE UR HAVING FUUUUUUUN  looooove yooou
4,is pushing the new hoorai forum all day long   wuuuuh  take a look at
4," hahaha! link mo na lang!  pero ang dami pa rin nun! ) wow, you went to pcd's concert? perks of being a dj? "
4,shares  (That's my boy.  Go Josel! )
4," blahh. just needed a rannt  i supported ya, keep on supportin' niley "
4,- Joe i love your sandals  you look so cute and funny  Thankz for coming to peru!!!
4,Yay SYDNEY &amp; JESSICA'S CHAT!   Mrs.CJBaran
4,"yaaaaah, why can't i be the girl lee junki fights for in &quot;my girl&quot;?  he's so pretty!! "
4,"  me too, but im starting on my h.w  i need to do it haha"
4,Main OS will become Ubuntu... A lite  version will support us on some Windows  stuff...  The  version will offcourse be virtualized.
4,"Had pasta and tomato sauce. It was different, but nice.  Tired and scaringly not feeling too good. "
4,Sleep Work tomorrow
4,had fun last night    writing
4,Just woke up from a long sleep. I had this dream that was so wierd  but i can't tell anyone
4,My aunty had a baby boy aww and they called him Logan  can't wait to see him
4,ohhh yahh  i member chuu  hiii!!!!
4,- Pool season started today  yeeeah! look how I'm doing hahaha (I should be studying!! )
4,Went to an alright party  I'm slighty out of it tho
4,Video almost done!!!!  ahaha cutting my hair tomorrow  I think?
4," haha..and we don't do almost anything at school anymore  Good luck,you nerd! "
4,mhmm  ooh i have to show you this really awesome webcam site
4,i tweet waaay tooo muchhh :L but i love it
4," Wow, what a great avatar you have!  May I ask you where you have found it? "
4,"time for bridget jones, 1 and 2  then the notebook, then twilight, then saw II  loner movie night "
4,I finished my civil war thingy write noww  all nighter with my cousin we made 14 bracelets each and watcheeeed liikee threee movieees
4,Nice to know that  I am good thank u.. Can i have your msn pls?? my is: .princess.fashion_x.com
4,ah and by the way I got a B+ in math yayyyy  and I still love my teeth
4,It's been so long since we've met  Hopefully we can meet on thursday!  Ily tooo
4,"got up at six this morning  but is now ready for school, so it's all good  aching a little after netball though. x"
4,"Ok so there are pretty cool nuns  one always talked about funny shit, and the others danced macarena with us "
4,Omg  Saw Terminator and it kicked ass!!!!
4,awe thank you haha.I try to be what's going on?where are you from
4,is thinking of you baby boy i can't wait!  i just Love you!  back to sleep  ilysm
4," Ehm, I'm not sure actually.. Surprise me!   I'll love it anyway! "
4,Its a nice day outside. its winter and its warm  i love it
4,"Even though it makes no sense to me, I  Pitbull's Blanco.  Regalame tu pantulone! "
4,moms letting me call
4,aaaaaaah my tattoo is DOPE!  definately going to sleep happy  I'll post a pic when it heals it's all swollen now..
4,haha  yes.. if its sung by Josh or Michael Buble especially..  for me..
4,hehe no it didtn hurt at all  But I was really scared as I walked into that studio
4," hahaha! Good and good.  Dang, June 12 is a long wait. "
4,its so epic and creepy and amazing
4,Your welcome  Haha evil laugh!! Dont I feel special   Mariah (:
4,Yepp..  I'm guessing a Labradoodle would be a very big dog.
4,I WON AT AIR HOCKEY  kimkims too white+says im 'too short'. job hunting
4,Yay  all follow her please
4,ahaha i uncle guiseppe's
4,Yes!!!! I got it right  The background color had already changed
4," yupp,thx nyesh  wow~ tat awesome!!  nvr feel alne thn^^ ahh..if 1day i get married, i wanna have mre than 1 child  hbu?"
4,I have finally figured out a way to enjoy reading the paper - on my new Kindle ! Very nice improvement. Anyone want to buy a Kindle 1?
4,going to din din  text meeeezy weezy for sheezy
4,awesome yesterday ^^ ... the game very funny  and the video so crazy!
4,I love that song too  we can do that! but i thought you were already learning sorry?  so fearless it is for our FIRST!
4,omg im so excited  leaving in a bit to get the trainn  i love trains. idk why
4," Haha, well I'm maybe going to have a new job. So I hope they say yes  Did you read the other Twitter messages from later? "
4,Starting twitter  I don't mind the default picture
4,i havent watch da vinci coe and..  we was lautghting in the film but actually there wasnt things to laugh
4,daamn!!!  so..good night/morning  It's 2am  but it's weekend..yay  love it..good night my followers
4,Well it is ... and it isnt  lol But she can try it  Im using it and Im not that big into coding!
4,i like reading your dailt twittascope.. b/c it applies to me too! yay for leos  see you when your back in seattle can't wait!
4,real people have no patience  haha  anyway  i won in liek 3.09.81  hopefully i get another star
4,has vista cursors for windows   Yehey!
4," Good luck! You'll do fine  (Like yo' ass, whuuut?) Too much ANTM "
4,Yeah  got a cup with it  - This is fun  pic from (junkyard.se)
4,"Oh. BTW, Kris Allen's version of Heartless was sang by Gary V., Aiza, and Kitchie awhile ago in ASAP.  sharing. "
4,Amazing time with my best friend tonight  I really truley see why we are best friends everytime hang out
4,i heart KAPAMiLYA NETWORK! ABS-CBN no.1 ! da best. all networks cant beat it! wahaha  certified kapamilya soo much
4," Ugh, it took 30 mins for the website to work for me. But now I've got them! So hang in there!  (Aaah, -to read-! Now I get it! )"
4,"using my (Red) Asus Eee PC. its pretty exciting, im using  again! i forget how simple it was "
4,"I'm so in love w/yooou aha ilove you babe, Happy 1yr and 4months "
4,uhoh i might have to join now then  cant be in the gutter on my own  JEMI rules
4,- Awesome pic bre!  I have classes all ths wk 4 colorado so I have to go to school from 12 ...
4,"Back on here after Michaela coming over, being the little ball of fire she is.  Tomorrow probably going to that feast "
4,Great Weather in Gemany today  I'll driving to a brunch with my friends rightnow! I hope we'll have a lot of fun! Greets to all of you
4,I'm okay now~  Thanks Marsky~
4,Yeahhhhh!!!! That sounds like a plan  we can go to universal studios and such
4," ahh... *is jealous*  that sounds good  especially the painting part, I painted some days ago too  thank you!"
4,Finally got a suit for the ball!    Only 4 Exams left! The end is in sight!
4,ohh im so done  HELL. too much too much angie that was definetly TOO MUCH!     tonight:lexies bday
4,first time on twitter  atm i cant wait until july 1st - metro station concert in london. going with my bestest friend kayleigh
4,ja sho  aber dÃ¼Ã¼tsh (vorallem shwiiizerdÃ¼Ã¼tsh) ish halt sho am geilste
4,Hi !   I'm your friend on YM. Angel Love ..
4,: Wow! There's so much time without twitter... but will be fun  Know the country!
4,- Me too  It will be on July. Can't wait
4,jonasbrotherss im sitting around doing chores &amp; watching tv
4,im back ! got a lot to do today!
4,im happy u decided not to smoke pot . Night twitter im extreamly tired tweet u in the morning  <Fob is my life>
4,"Ready to plunge into the ï¿½adventure of windows 7ï¿½. Shouldn't be more adventurous than 3.1, 95, 98, 2000 or  that I used before. I hope! "
4,i added you as a friend
4,Practicing dance moves for D&amp now.
4," i feel much better.  please please. ive got people who want to see you... by people i mean, 2-3. hahah "
4,ust. hahaha. thanks!  i tried listening to classical music because i thought it's going to make me fall asleep. not.
4,yuu too
4,LOL I understand that  I usually pick up my trousers a little to find Camp Rock
4,Hardly. You're the one with 700+ followers!  How's your day been?
4,yayaayaya   Aww thank you
4,haha your one of those people who forces me to put twitter on silent at night..but its ok
4," they would be like &quot;WTF?! .. No?!&quot;  Okay actually they'd be like &quot;OK! Lets go&quot;, but more for fun as seriously "
4,Where's my knight?  Hahaha. Boys are sooooooooo....ewan ko ba.
4,i probs fly in to syd on the night of D&amp in syd. so i aint going to the syd one. im seeing them in perth  in august
4,I do that too!  I reach my hour twitter limit!!  #MCRchat
4,i walk away by mitchel musso
4,pfffhhh... I don't care ;P.. I will post everyday a shout out to vote for u and ellapaige!  cause demiswissfan loves YOU
4,Watching Logo. Moviequot;Tipping the Velvet&quot;. Verdict: AMAZING!
4,Going to Kennys house with Twinnie! WIN
4,Heh. Noticed I hadn't updated SpybotS&amp in ages. What's the matter with me? I've become reckless.
4,"grabe, pinakita tlg ang kiss ni edward and bella  i miss jasperr! edward too! hahaha. the trailer was hella awesome "
4,oh &quot; foot of the mountin &quot; is a great song  I'm addicted to it  ...
4,suuuuuuuuh! qe taaaaaaaaaal?!  tu por el mundo twitter Ã teQ
4," good morning.  hope you slept well. as for me, off to bed soon. "
4," not only do my neighboors have UNPROTECTED wifi, they have the freaking default linksys router password. Gah!!! People scare me! "
4,Shameless site promotion #2: My absolute favorite website ever...it makes up about 40% of my day too   www.stadium-arcadium.com
4,is having Sassi-chan at my place  This evening Abi-Fete  Love it *.* What's up twitter fans?
4,"Oatmeal &amp; egg whites for breakfast, baked crappie (Tennessee freshwater fish), brown rice, and steamed veggies  so far.. Eatin' clean! "
4,You're not the only one who told me my cat looks evil.  I love how cute she is when she's angry. Thanks...
4,I'm reloading Windows  to my music file server. Your smile is as delightful and s~e~x~y ....
4,I loved Conan O' Brien's first show on NBC  He rocked that Universal Studios tram tour
4,is excited to eat her pittsburgh style sandwich
4,Song is almost done  .....but it's really hard to write about someone who is practically indescribable
4,"sleeepy time, mom's party was tiring but fancy  h'orderves? singing, playing chaos&amp;10 fingers, spencer's house, matthias .. -_- &amp;secrets"
4,aahw wow i like it!! You made me look all pretty  aha  thank you  youre welcome to edit more   lol x
4,Well you do now  Your dog is well lovely too
4,hahaha i had to tweet that =P awe your welcome! the video was beautiful as usual &amp; the hoedown was so funny i loved it!!
4,"Im watching The Curious Case of Benjiman Button again, with my family this time. Im so in love with this movie   ceannycyclone"
4,back from aunty stace and uncle daves  you can tell my Mums old because at my godma's party she was dead by 2am
4,how does it feel to be a vegiie now
4,lol.   it's AWESOME!  And just bloody dean. mmmhhhmmm. *licks blood away*  Haha.
4,rockin out to the AWESOME music from  !  i love her songs ! Jo- Jo- Jo- Jo- JONAS !  â¥
4,"i got new headphones , im 'n the weather bring on a water fight!!!! woop woop  xx"
4,Doing a translation from English to Spanish!  I'll see how it works!
4,. Thanks Gordo.  i know i can always count on you!
4,"Discovered some Maria-sama ni wa Naisho gag clips.  Can't tell where I found em, but they'll be in the package soon. "
4,and I also have a pale skin! But I can go to the beach when I'm bored  and even though I'm like snowhite!
4,its summer 09  yearbook in the morning. text me
4,I in clothes
4,thanks ashley
4,GoW2  Bonus = Playing all weekend
4,"away to try write this essay, have my fone  "
4,Another fantastic morning  ...r.i.p. My laptop..completely dead..long live my fone
4," I got all sorts of faces, and I don't know what yours mean en toto   T_T Q_Q ,,,^..^,,, -____-"
4,"Aw, that's lovely   ? "
4,eating Eskimalitos  if u dont know what that is...google it
4,last monday of the school year  can't wait till its all over
4,Last night was so fun   nudie run down the streets in midland
4," the show is perfect, it make me burst out laughing at every episode  you're very well dressed in the show and so cute ! "
4," speaking of club penguin, me &amp; leo r friends again  lmao I know "
4,Belgian fries and over 20 dipping sauces to choose from. The future is here      yum
4,Omg. I love this  exams are ovrrr YAY!
4,thanks  haha I'm sleepy
4," 1.) YES I AM, GO BURN  2.) no, no i am not &amp.) IM FAMOUS COZ I FUCKED YOUR BOYFRANNN! [a.k.a mattg00d] DIGITALIMPREGNATION!"
4,I met a bunch of Canadians in Australia (bizzarely enough) and they were lovely  Or am I just being stereotyping?
4,"are you afraid? No! Aww, he wanna show her how he looks like in the sun  i love that paart becuase of rob rob rob stomaach "
4,lagi nonton videonya  pas di #pechakucha  LOL-ing at the slide
4,oop now im jealous of haylee  me and you should be best friends with our ice cream
4,"Good morning Canada! No,I'm not there and BTW there is night right know   but i don't care I just wake up and i'm taking my dog out "
4,- my lollipop  i broke it on my brother's head
4,sitting here with kareem. blah.  about to go brush me teeth! YAY TEETH!
4,"I JUST WANNA SHOUT OUT TO ALL MY TWITTER FAMILY : I LOVE YOU, GUYS!!!  (that includes you  )  *hugs all 'round*"
4,awesome! I believe that was   she told me she saw a D&amp shirt there.
4,&quot;new shoes&quot;. by the way; I really like the clothes you wear !amazing style
4,I LOVE YOU RYAN  _*HighHopes*_
4," you have the best boss in the world  good morning &amp; happy j()nfest, willa!"
4,"Rangers games on now i think, Prestons 'party' today, and im smelling POPCORN!  I LAVE IT! "
4,aww thanks  haha but I keep saying the same thing I LOVE FEDERER  haha cause It's all I know haha
4,Like the New Moon trailer
4,haha  ive been good. enjoying being on summer vacation!  how are you? LOVE YOU
4,WOOOOOP WOOOOP I FOUND MY BOOK I FOUND MY BOOK!!! Damn kori took it i knew it this entire time YAY
4,ahhh..dude yea I wouldn't open them eitherrr.I'd be scaredbut how did the wedding go?
4," ok  he doesn't 50 nearly 51, he looks 32  damn i want a piece of him right now  lol"
4,reads a mail from &quot;Mr. D. P&quot; or Rando. Haha  It's really funny!
4,I got invited to have breakfast with DJ and his familia!! YAY!  Jeremy makes a mean breakfast
4,hi!!back from babysitting  it's now uhm..1.30am  whoops..
4,just caught another fish!  WOOHOO!  big ok blue gill  - $teph
4,"New record at the OF 503 users right now!  So, the OFC will also die soon "
4,You've been a naughty boy!! Go to my room!!  *does dirty things to you*  Night babes!! Love you!! xoxo
4,lmfao! wow ive not been that naive in ages! Thanks for that! sorta made me feel young  PS. Dirty neighbours!
4,I was gone at 5:21  When's the next gaga tix?  Ooh and can you playy Paparazzi-LadyGaGa or All2myself-MarianasTrench?
4,Oh dear god ... have to be up to take Miss7 to school in four hours or so ... but got  installed and working on the Macbook
4,this is Rex almost 2 years ago on his bday when I took him to the beach  I love this pic
4,Just got home  Tonight was soo much fun
4,so tired waking up at 610  mathh finallL  then win! then home
4,; awww ^^ ur so sweeett miss ya to !
4,"Heey Peopleeeeeee just chatting here  , and got off of school  ."
4," ICUTHAR, Come on msn!  I've been itching for this damn revenge to be written  (And I miss talking to you  lol)"
4,was here! DALE  lol ily Lauraaa my SUPERCOOLBIFFFFLE
4,hey man good job on HERO  I had a question: are you gonna be working on the i7500 too? it matters a lot  thanks
4,haha.. i will..
4,"Thanks to  to answered me  Can't wait. Maybe september ?  BTW, I'm just woke up "
4,: Not Bad  its nice ...but how did you get to my page??
4,they are adorable
4,tired as all get out ahah iv always wanted to say that and just watched all of cobras vids again with my best bud byron  congrats cobra
4,"mmm, vodka and raspberry slushee  yay for poker machines haha. $2 in is fun "
4,Going to the Florida Mall in a bit. Text meeee
4,so you're a dog shooter. omg AWESOME job  photography and dogs in the same job? SCORE
4,ahaha aww i love you too alex  Mrs.CJBaran
4," i cant take credit for those , talk to . shes the mastermind of those "
4,*cof cof* yes you are *cof cof*  REEEEALLY friendly
4," oh yes, of course miss wyatt  your always close to my heart "
4,It sounds so yummy now LOL  Aaaaa wanna eat it with you  nyehehehehehe~~~~Morning to you LOL
4,going to watch The O.C. yaaay!!! its time for seth and summer to get back together  lt
4," Let me write it out in full for you.  HD is throat-cutting, blood-sucking and diabetes-causing BUT it's all worth it! "
4,"... and she's just plain ungly. So is Rob. and Taylor Lautner is HOTHOTHOTHOT  &quot;Jake, RUN!&quot;  yeah run, change into werewolf yay "
4,"Is sleepy. rain dont ever go away. Haha. Goodnight tweeple. Smoochness!  night chuck, "
4,habrï¿½ que empezar a hacer &quot;Kids &amp; Tweets&quot;  felicidades again
4,tell me how A&amp was..though you should watch The Hangover
4,Your weird   Loveyou! xxxxx
4," I don't own advd player.  That's okay, I'll wait then  I'l find sth else for him to bring back "
4,ok  fair enough
4,Yayy!  Love you guys!
4,Ang cool ng idea mo  &quot;20 going on 30&quot;  Sayang oh. Di ako naging 30  )
4,yeh ily maccas  HA i;ve never really listened to him but i assume his concert would be madcool
4,DonÂ´t know why but since last week IÂ´m addicted to Peace-Signs  Today I gonna try finding a shirt with some on it  Wohoo make luv no war
4,went shopping and now i'm watching the first season of that 70's show one of my favorite shows ever
4,cant wait until lunch period
4,Very Nice.  you get to meet the infamous cat lady!
4,"I loved the last Naruto chapter.  Team Cloud, you are HILARIOUS.  No seriously, it's nice to see some good new characters!"
4,"LOL. Oh my gosh, I didn't know it was so late.  Oh well. "
4,"Watching &quot;This Christmas&quot;  chris brown YES IM A CHRIS BROWN FAN, SHOOT ME. "
4,"Tis muh IMVU silly.    One day, I will elain. But not over Twitter.   My follows are probably already wtfing."
4,Its 4:13am and i am sitting watching a mary-kate and ashley movie  i need to go to sleep but ate WAYY too much sugar today.  *Inspired*
4,Playing bbal with sabrinas cute lil bro hehe  <Fob is my life>
4,my momma made me pankaces!  movie with Jason later
4," lol what time is it there? It's 30am here so... good morning to me~  Ok, I'm REALLY going now "
4,Hi guys  im bored  and im reading the book: before i die. Ilikeit
4,sitting at home listening to stereo  sickest new band! they better come to toronto! i'll be front row center!
4,Gonna go somewhere. Far. Going to bring my iPod Touhc to listen to some MCR
4," Ha, well I hate to tell you, but that day will never come   Pfft. Hehe "
4," Oh! D&amp! I bow before you, sir. I am not worthy. "
4,Knew it wouldn't take them long  A rather pleasing response though
4,eating noodles  hehe i coned my way out of doing my English speech today
4," haha, whos chealsea lately? naw; haha, ive got ours on  did you see shane dawson's new vid? HAHA! "
4,HAHAHA cheetah girls omg... and yaaah sounds good
4,Off the phone to   we had a luvly convo bout zac efrons pubic hair AND apps on itunes.  we b cool like that
4," awesome, cool  i should go to Tokyo show "
4,Did you see the Twilight?  I saw it yesterday  It's awesome  but the hungarian voices are a little stupid  haha
4,I'm planning to.  Just sorting my journal out now elain every little detail.
4,...  nothing special.
4,B--S-I-E B-A-D-A-Z-Z that's me!  wipe me down
4,sounds amaaaaazing!!! happy for you  Single out next month!  xxx
4," I didnt have to go fishing DD i faked a fever  but im home, you can call meh "
4," gosh!youre awsome!!  you should try to reply to your fans!!im one of your fans.so yeah,just try it.its fun!hahaha "
4,haha yay a fair whoot  Miss U Mrs.CJBaran
4,I dont look fab lmfao  but thanks anyway
4,is on #mugglespace    and hiiiiiiiiiiiiiiiiiiiii
4,going to bed now  but i'm not going to sleep
4," as  would say, &quot;tell the truth kidz&quot;. "
4,you guyys are absoloutly amazzinnnggg ! .  cannot get overr iit . !
4,It's 3.30am  damn.. so tired but so interesting right now
4,hahaha. the place where we ate sushi  AHHH GO GET IT
4,Why thank you!  Hoping that I can tweet using the new Zune too
4,OMGGGGGGGG. Well tbh I'm not a fan of beyonce either  Oops. Oh well
4,"  Nice pics from Twistys, I will vote 4 you "
4,hii everybody  just checking up on what everyones doing  ha ha xx
4," Who's your friend? ask them what's there uncles name and if its Paul then thats my friend, yo!  ha. "
4,Hey  Sorry for being such a bugging person but i'm so bored
4,make me one with nj  pleasyyyyyy please  ilovetaylor106
4,ahhaha oh he will  and our postman dosent like dogs
4,HEY! your finally on twitter  whoooop wembley in a few hours! I'm gunna ring you on tuesday to tell u all about it   x x
4,WAYY too much info  Why must I leave when everyone is spammy  My back is okay! Still bruised but not as hurty  How's you?
4,Thank you I really appreciate it!!
4," ahh, then it's chem/bio today  got it wrong! "
4,jk..didnt end up going out..i like being cozy in my beddy boo &amp; relaxing &amp; i colored my hair pinks &amp; rose colors! yay
4,"Turned off my Radio. Entered my  CD, and put it on repeat.  Makes me sleep faster. Gnight TwitterNeverLand. Sweetdreams."
4,hahaha me is bored too; but i am roleplaying lol  and tlaking with u make more interesting being on internet
4,no prob!  haha me and my friends are random. we wore it on the premiere day of Twilight!
4,I'm toony free  ..jus 4 a few hrs tho...shyt beats a blank...Totally me tie ri now..
4,- Braceless  Aw it makes me so happy  How sad is that haha?
4,I GOT IT!!! OMG I GOT IT!!!!  As in the LONDON &amp; BIRMINGHAM CLOTHES SHOW GIGS OMG!!!!!! Haha I'm a little excited.
4,ooh kays well i feel better now  oh haha good luck with that  ill bring  as my husband then
4,I made panacakes this morning!  First time ever. I made too many. I couldn't eat them all.  It was good though.  Now onward to today!
4,"  is my best friend  hahah, I love you guys"
4,PS: I miss Mr. FF... He makes me happy and always makes me laugh..soon enough ill see him
4,says Wahehe. Kami na bukas ang mag-cacampaign  EMCEE ako at Campaign Manager  (rock)
4,shopping with my mom then barn  AlyssaLynn
4,I'm pretty sure we can force another victim into doing it.  I've always wanted to do a school girl cosplay.
4,now i am listening to 20 dolar nose bleed and before that i was listening to w.a.m.s.!!  i`m listening to FAD aaaall day! lol
4,I love it! Thanks so much!  I'll drop by your shoppe.
4,Thank goodness your mum's alright! You be safe now
4,haha yeah I adoooore him  and yes he has a pih called Chester hehe got a thrill when I knew
4,Is updating T's marketing collateral
4,tanks sweet! ... i*ll definitely be a twitter monster this evening
4,hehe the lil boy from UP movie is so ADORABLE!!  haha the doggie..  said watashiwa..
4,Bored again  leraning for Biology exam and cannot wait for teh E.N.D from BEP in Stores this friday here. I already ordered it
4,i hope they're dating!  muhaha
4,"Refreshed  ahh .... Had the night of a lifetime, so simple yet meant more than anything"
4,OH GOD THANK YOU!!~  haha welcome to Twitter! ^^ (Love your music)
4,Have so much fun!!!!  You have a well deserved amazing time Im so excited for you it feels like Im at the show all over again
4,"alright guys I'm going to bed, I'm really tired but I will be back tomorrow  Knight guys"
4,north no wonder I called it home. disco camp = great!
4,Home  just showered. Squeaky clean
4,lmao it is? i didnt know it
4,off the deep end and glamour kills shirt just came in the mail i screamed
4,i got the text  but i dont have any money left on my phone so i cant answer you
4,i 333333333333 shia labeoufffffff
4,Awesome day  went out with claireee and then sat in bed talking to jugy all day  he makes me laugh
4," yeass she has, who is she anyway  il get the car and you get the shovel "
4,NIGHTY NIGHT TWECHELONS  sleep well to everybody who shall be sleeping
4,I am looking forward toeeing ana.Mandy's graduation.OUR ANNIVERSARY SERVICE! My graduation  Summer College. Adult life.
4,Yeah I know that u wouldn't eat it.  I meant it in another way. Whatever! .. What's that movie abouuuut? (:
4,"  EXCELLENT GIF!!!  ,  i'll have an wonderfull day now   thnks girls!"
4,YAY!  Keywor WAS.  I wonder who's inside that guy... or thing... #andyhurleyday
4,loving life everyday ! why waste?
4,Pokemon is fun to LP tho  it soooo anooying but good
4,goognight and goodbye i love you  !!!!!!!!!!
4," hehe, i can buy up to four on my presale!  if you guys wanna come you'll have to pay for yourselves, i have no moneyz "
4,I updated about it!   OBVIOUSLY I didn't!   Cheating shmeating.
4,sleeeeeeeeeeeeppyyy  TOMORROW LVTT  sweet dreams daniela  !.. sweet dreams   see ya tomorrow  nightyy nightyy
4,Good Morning!  going to eat chick fil a for breakfast yaya
4,It was soo much fun  everyone (besides me of course ) was half drunk and they played strip-twister  Pics later maybe
4,"I had fun at the beach today, gonna do some dropshots, chillin' with Kyle  man this guy is cool. Mr. 10512? Mr 151! "
4,Just got home from dance recital!!!!!  got my 5 year award
4,"I can not sleep, but never mind because I have and are givin MTV Playlist! Sleep if i hope to have a beautiful dreams ^-^    =@ ~_~ *-*"
4,I borrowed ARASHI's CD from my friend  ARASHI is cool. I love Nino
4,"I'm going to resist temptation &amp; read the epic fanfic TOMORROW.  Now, I'll watch my brand-new Avatar DVD   *happy dance*"
4,Hey sorry I haven't gone on in like a day it's lame I was at my dads house  but I am at my moms all better  ___
4,im 15  ur 14 in a half rite??
4,its Tetris's birthday today  Happy birthday Tetris you've brought me endless days of procrastination fun
4,: only if i meet you during my video game obsession phase then you would have seen how badass i was  hahaha
4,End level 5 with 8825. Open kk from cutoff and bb flats. He check shoves  on a J72 flop and I hold
4,Hey everyone  I'm back from the caravan. Pretty boring weekend though. But....GO DIVERSITY!!!!! I was so pleased  xxx
4,i love that song! 3OH!3  ....can't wait for the video...
4,Got to the hotel safe  going to sleep myspace.com/wearemcclory myspace.com/masterp5000 714-646-7788
4,i feel loved  ily so much that your my 535 update
4,"haha~ gambatte kudasai, oyasumi nasai~ romaji version le.. confirm still dont get it.  jiaqi! we got the same numbers! "
4,Haha no no we aint  i don't do people for my homework back  Haha
4,watching The Notebook!!â¥ I love that movie
4,"Dance -  Ahaha.  Today was great.  Goodnight y'all!  My cousin is sleeping over, aha. Fun stuff!  / ILY"
4," SWEET, thank you!  No FAQ for me! "
4,"went to sleep with 216 followers &amp; woke up to 972 followers... .. what's REALLY good, twitter?  Welcome Welcome Welcome!!"
4,ooh that elains it  hahaha. She'll get drunk while we twitter it up
4," ahhhh, cool, my sisters out buying it now  "
4,"I love my boyfriend, I know its only been 6 days, but it feels like a lifetime, baby you mean the world to me  5|24|09 "
4,thanks  so glad it's finished! . . . . but now i have to work on chapter 4 ;
4,Awww. At least your userpic is showin up for me now.  I like it.
4,Yay 3 tvs in my room Xbox =happy davie
4,I've finally created an account here!   ... I'm slacking!  I should be starting my Horror Lit. CPT
4,Mitchell musso
4,morning world! have a good day dont forget to go greeeeen!
4,So Excited and getting ready for the D&amp Barn party
4,the regular one that comes with d60. 18-55mm 1.5-5.6G
4,No no I luvs you!  You are so friggin' innocent it's scary! > >
4,"  I'm up early too, it's like 70 over here (Canada) &amp; it totally wouldn't bother me, but it's the weekend  have fun on vacay!"
4,just upgraded the media Centre from  MCE '05 to Windows 7 RC... its awesome
4," Besides,  would love eloding collars, mucho rez  for him, cos you know the collors wouldn't make a difference "
4," First and foremost-ly, the Westport Nerdfighter Gathering  I'm RedHotMollie on YT if you hadn't gathered that already "
4," Hmmm...I'll think about it (the typo made me smile  well done for making it?  weirder mood than normal, apologies)"
4,"got to go buy one, clean the kitchen then beeeeeeeeeeaaaaach  aslkjdhfaklsjf "
4,nose pierced...  and now i want to go for a night adventure to a spooky place and go to the fair and have a BLAST
4,"  ne nevidel ... to se honem mrknu, urÄ?itÄ to bude nÄco senzaÄ?nÃ­ho  ... dÃ­ky madame  "
4,"beautiful day  &amp;&amp; imm pretty w| a dress on, ohyess "
4,ã?ã?¯ãã?ã?ã?ã?ã?¾ã?ãgood morning =^..^= it's j()nfest Day 2
4,gnight
4,"thanks  received 4 amazing post cards, thanks!  but wait a minute, it was sent from Frankfurt/Germany?  aheuheue"
4,Good morning  Did everyone cool off?
4,Mwahahaha my laptop is squeaky clean right now...just gave it a gd scrub!  Damn smooth...(L) MOM GOT MACARONS FOR ME!
4,go Windies! beat the Aussies
4,sure? okay then  sooo did you start tanning yet?
4,"Yay! Site maintenance is over  Uploading Chapter 27, the fifth and final chapter of the marathon as we speak, or tweet in this case lol "
4,"ATTENTION ALL FOLLOWERS!!! haha.... well, i got nothing.  i'm just plain annoying. you got a problem with that? "
4,Oh my God!!!!  We love New Moon and We love youu!! You're beautiful!!  We hope to see you soon! Byee Tay!
4,woha  done with the exams   and tomorroe no school  i'll visit my old teacher
4," yeah i'm good thanks,sorry about the random add, you look so much like my friend its weird !  good day? x"
4,: lol  We do believe in him!
4,I almost cried when you opened your present!!  ur welcome!! It really was THE best party ever!!
4,How can there be adverts already . The camera keeps panning round to Rob though *dies*
4,Mom dad the Baby and me had a nice dinner together. She is going to be soo spoiled even the waiter was captivated by her!  Rye Elizabeth
