emotion,tweet_no_emojis,emoticons
4,Ummm I Like Singing Im Not Great I Wanna Be In A Band  probs frankie she smiled at me at a mcfly concert  ilove them all,😆
4,i pick up hanna from school   that's funny,😆
4,i did watch the bb quiz thing. Was sooo funny!  Jack Whitehall cracks me up,😆
4,"  - aaaw you were so sweet  well.. you're sweet and cute and everything now, too ",😆
4,thatd be cool  id wear em  #MCRchat,😆
4," hey Tom do you know, you have 3 step-sisters  me ,  and   ask your mom about that LOL Xx",😆
4,Gah... it's just Chair. Like wtf is with people  We should be Matchmakers,😆
4,"w00t i 100%ed Rides Again - Faces  125,126 points with 612 streaks ",😆
4," You gotta get a new avatar.  Whenever Lorraine and those boobs pop up, for a minute I forget you're a guy ",😆
4,#asylm Thanks to all the people who tweeted!,😆
4,nix  nada niente   oh my gosh i love my new hairstyle,😆
4,&quot;I'm On a Boat&quot; - The Lonely Island. WHOT YOU DIDN'T KNOWWWW?!  hahaha,😆
4,it was sooooo amazing in berlin yesterday...wow and billy..your sexy body (I touched him )  wuhhaa  love love love,😆
4,"Mmm. Good food, feelin' phresh, and smooth legs.  lol. I accidentally sent that to Rj. Fail. ",😆
4,u can eat a lot of GUACAMOL hahahahahahaha  love u guys!!! so come to guatemala!!!,😆
4,hahaha  it wass,😆
4,yyayy    please name is livnb and then the next one can be livdiv,😆
4,"just read Time's 100 most influential people, dated 11.05.09.  twitter's creators were part of it! ",😆
4," I have 44 you have 228! And I only talk to like 4 of them! Srsly, how? Why?  And yes, I hope it is! ",😳
4,I saw the music video on TV for it on Saturday!!! Totes made my weekend.,😆
4,I've just been trippin real bad today. I'm sorry everyone. I love you  Lex,❤️
4,it's official. Fallon fails. Tickets on sale tomorrow for raw show woot!  Randy,❤️
4,I'm fine too  My cold is already gone so I'm a OK  Riannon-chan....your in big trouble in the next episode of Tears to T,😆
4,thanks  glad you like it!,😆
4,"sleep, cheerleading, jakes coming, fishing and hes spending the night ",❤️
4,Twas my birthday today!  Im surprised i didnt Tweet about it at all today till now  when its nearly over haha.,😳
4," to write it  ... btw I think he's fun to write with/to, 'cause he's just taking it as the joke it is  I like that",😆
4,nuh uhh im still awake. yepp  tonight wass soo good.,😝
4,a thousand of  xxxxxxxxxxxx for you,😆
4,Kindle  finally shipped,😩
4,"Off to an exciting day of work! Followed by a few hours of D&amp, then I'm off tomorrow so lots of time to catch up on video games ",😉
4,cant wait to prove everyone wrong &amp; make truee friends  4,❤️
4,Today is gonna to be AWESOME no matter what the weather brings  getin my hurr did. n hanging with tha girlies,❤️
4,good mornin sunshine!  <bOOm bOOm pOw >,❤️
4,HHHHHHHHHHHOO *-* *-* i love you too  U R the best friend EVER  how much kitschy !  domedome?%%,😆
4," &quot;Commit to the LORD whatever you do, and your plans will succeed.&quot;Proverbs 16 ......memba dat while on tour! luv ya  xoxoxo",😺
4,I think you can find more fakes if you search &quot;taylor parks&quot; on twitter  but i think u know that,😆
4,LOVES KAY   check her music out; she's funky fresshhh,❤️
4,work with my lovely   wanting monday to be here so i can see brett,❤️
4,When they find you one have them do the same for me  boys suck,😝
4," good morning honey ! I feel very happy today, good luck with me today  haha love ya ",😆
4,- thats cute  if that was on a shirt ill so buy it,😆
4," lol, meanie.  j/k you're cool. ",😆
4," canon , 12mpx ,  zoom .opt., 3' ,  video , ... It's OK  .. and .. yees ! aN hamburguer ","😆,😺"
4,A bit tired - Thicker than Water is getting .. interesting - so was happy on the train and charged my iphone so all good,😔
4,"  you are so awesome, ur like my idol  keep writing those awesome lyrics.  I made a poem out of ur songs once ",😆
4,"Yum, fried rice! 4 more days til summer &amp; 3 more days til Marvelous Jay's birthday Can't wait! ",❤️
4,See ya later!!  I come.. and I go!,😆
4,i have an englishh finalll 2day...fml...sumbodyy save mee (: morninggg travvvviiiiissss  iloveeyouuuuhhh,❤️
4,Yay Dreamers Braclet Babbyy  Mrs.CJBaran,❤️
4,- 1910 at last! An hour or 2 free to enjoy this. I hope it's as good as the last 2,😃
4,couldnt agree more .. well maybe 2 days  PS: `ello,😆
4,is very boredd. yesterday was very wet goshh.. Little.Big haha FridayNightt  guna be a day,❤️
4,"Laid awake for 6 hours, out of the shower now getting ready to go take the SAT's fun fun. Then hanging with Kaitlyn and Taylor   ilmbb",❤️
4,"aaah. good day  visited muh pops, then went to the lady's house, then catholic mass, theen, chowder  nice.",😆
4,The internet on my laptop works!  Jeesh~ The websites are crazy on this widescreen.,😆
4," dannnggg, i wanna go to the Lï¿½ten 'concert'   give a shoutout to me too   haha",😆
4," I'm the guy who keeps running into you on S&amp with the story about the wife and the drumstick. Just want to say you rock, sir. ",😉
4,"just had a fun sunday  first church, then champagne brunch yumm, and beachh! ",😆
4,"I saw samuel today   eeek, he is so just cuteeee ",😆
4," Lol, pretty much what I did yesterday  Sims 3 is rather addicting ",😆
4,thank you  why are you car less?!,😳
4,Cool  And you should get facebook too ) If you don't have D haha,😆
4," kawan, still dont get it?  finally!! u make one. woohoo ",😆
4,"this is alex invadin' jenny's twitter. i lahv her &amp; that she got a twitter.  kay um, byee",❤️
4,haha just perfect I conect to YT and I see th newest  video  it made my day,😆
4,thats because youu are number one!  a reply would make my day loveyouu(:,❤️
4,"I saw many smiles today, it warmed m heart to say the least goodnight ILY bade ",❤️
4,Another Bourne movie in 2010,❤️
4,i'm also missing WIZARDS OF WAVERLY PLACE.  next episode's still not uploaded in YouTube.,😆
4,main street with my main headsss amazing day/night,❤️
4,tbh i dnt know  could be 2moro could be nxt month haha when eva it is i'm gunna be waiting,😆
4,eMarketCoach: follow friday    twitter olsen paris hilton topmodel gisele ...,😆
4,my speakers broke now im lost without my music for a cuple days  but i can still tweet,😔
4,haha i tried that too! kinda tasty..  try korean food sometime.  very nice.,😆
4,"I'm off to bed now folks! Was a great day, I'll be at school tomorrow, So I'll be very quiet . Have a nice day or good night ",😆
4,so wont you fly with me wow soo goood,❤️
4,hi roni  are you gonna follow us? (everyone from your forum) please,😄
4,ur a very nice friend u know  and ur gonna be more jealous cause im gonna get an iPhone 3 haha.,❤️
4,"   Tom! For you:  and  vï¿½, por favor!  (mistura de inglï¿½s e portuguï¿½s) ",😆
4," Was watching that on Dave before, quality  That and QI  Good times.",😆
4,"  LMAOOO ISNT IT JUST SO AMUSING?  Yamapi is crazy cute~ Well, all 3 of them!  Massu looks like he's pregnant ",😆
4,Thanks so much  we can't wait,😆
4,and u'll see many exciting things will be happening in there soon!  just believe!(ive a problem with the 140 characters thing ),😆
4,i it here..had to say it again  -j.,❤️
4,Omg Whoot Yay show in VA with Friday Night Boys! Hope to see you there  Mrs.CJBaran,❤️
4,may i ask ! que show?? lo siento quizas me perdi de algoo  training is ALWAYS hard  pero tiene sus recompensas!,😆
4,"Listen to the words of the passing momentquot;At this very moment of the long journey, where are you?&quot; Faouzi Skali- words to ponder ",🤐
4,haha  sina you'r funny  its great to work with you  Mr. LÃ¶hnert - the trend-setter  'lilac and pink has to be together' haha,😆
4,"yea kalev/cramo rules, yea the insects ate me too, cus the blood was hot and sweet at the moment  they suck ",😆
4,so you sleep when ur bored? i read or something  and look at me on my way to 1000 tweets,😆
4,es ''changÃ¼ich''  no one is saying you are a kid,😆
4,just back from WEST HIGHLAND WAY !  did first 7 miles x fun stufff! it started to poarrr! lolol ;d pure soakin x hair so curlytook fotos,😐
4,Goooodnight Everyonee(: Im So Glad That Lakers Wonnnn!  Lmao. ;-),❤️
4,"HEY HEY HEY  ! guess what ! i don't care > ! bwahahaha !  uhm, i'm hungry; ima eat ;d",😆
4," oh awesome!! I finished last wednesday.. I'm alright, kinds stuck at home  but yeah I'm quite good ",😆
4,I knew I could actually bowl lol Shoma's party was fun... he was there,❤️
4,Listening to the Computer Sensing Love song from the CSL advert from Steph  Yay,😆
4,Woo for Ironside! The new book! Eryn you have to read it! This time It's about Roiben and Kaye again.  not that other crazy girl,😆
4,Just read the introductory part. Saving part 2&amp for tomorrow. Can't absorb information at 10 am  Looks awesome though,😉
4," - What is he doing there?  Maybe dancing! Jannik, ur cool ",😆
4,just saw some Strify videos.  I think that's a good way to spend the first night of my summer vacation.,😆
4,Haha! I get what you mean  Especially when you're surrounded by fangirls  *dies at ohno top secret gif*,😆
4,what you doing  *makes cheese on toast*hehe,❤️
4,Leannequot;Feel my hair&quot; Me: &quot;And then I'll clean it and let you use it.&quot;,🤐
4," when are you not? hahah. btw new song is awsome  cant wait for the new album, you gotta come back to sydney soon k? ",😆
4,too bad you'll still have to worry about it though...this is for you:,😳
4,Whoot I Want To See Drag Me To Hell  Mrs.CJBaran,❤️
4,"(: I feel really lazy, and I just want to lay down in the dark naked  haha don't judge me  I like to be able to feel freely.",😆
4," we always running out of topics, lol  umm, if youre reborn, what's gonna be your name? ",😆
4,I'm loving ur new designs  Reckon the RAWR one owns,😆
4,Today i learn some germany word.... i'll take this course serious   if you wanna learn language this site is good www.livemocha.com,😆
4,"played badminton yesterday, and won a few  games, feel good! ",😆
4,"&amp; the father drowned in the pool...  hmm, probably shouldn't play sims, but it's fun x) x) &amp; the father cheated like 7 times  ",😳
4,Goodnight  Someone's on a little bit of temper.  See yah!,😆
4,with the kiddo's and baby fatma,❤️
4,FF were awesome  Ed nearly kicked my camera out of my hand cos he decided to jump over the barrier right next to me,😆
4,lool!!  WHat's uppp??,😆
4,enjoying the chart show ... while doing my english corsework  dooo doo *air guitar*,😆
4,Back from school  sup peop?,😆
4,Warum willst du eine CD verbrennen?  ...CLEANING THE DAMN HOUSE.,😆
4,dark in the glow! haha she'd kill me if she had Twitter and saw this  off 2 work...behave twitter...b back in the afternoon,😆
4," a friend of mine plays golf. and when he visited us in portugal, he took his golf clubs with him  so crazy ",😆
4,Green Day tickets in like 2 weeks . and i dont have the money . haha mum is going to be pissed when i ask her for $100  LOL,😟
4,"Am at mom's now  She even liked my shirt and lipstick (that I'm totally wearing, again  But it's a fresh shirt. One of the other 3 )",😆
4," well right now im going to sleep! is 2:17 am here!  but everything is cool with my life..! with the school, church and dance ",😆
4,getting off the comp now to read some mags and do HW. on a weekend  how lame   could be back later. if not gnite &amp; hand,😆
4,Getting them tomorrow  I'm going to get white ones so people can sign stupid shit on em. OMG TIGHTY WHITIESSS,😆
4,"Hii  i still being offline. tomorrow, i will being online for 12 hours! yaay ",😺
4,U WANT SOME TEA?     Heeyaaaaaaaaa Peeps Im back ^^  Sorry for the long time no pictures33 But i had an...,❤️
4,"OKAY , night right now. Seriously , I have to get some sleep. Can't wait untill New Moon  Night ! xoxoxo",❤️
4,"lol, kinda remembered that I have 3 assignments . doing them right now ",😆
4,"If England lose today, Pakistan is automatically in the second round. Go Pakistan!  ",😆
4," hahahha, just this boyyyyy his names matt and he huggged me like last weekend. and im hoping 2 get anotha this week ",❤️
4,I'm talking to the boy toy  He's being a dork,😆
4,best &quot;rly good singer&quot; video ever          .,😆
4,SOO GIRLS..I HAVE 600TH POST HERE  HAHA  BE JEALOUS!,😆
4,Studying and such  how about you? how you doing?,😵
4,"Exam went well, who knew i could do chemistry  Henry Homesweet! is a genius!!! ",😆
4,sorry tweeters!!!! forgot to update! well good morning to all but i'm about to go in for another day of work  have a GRR-eat day!!!,😆
4,Hahaha I hope peter faccineli loses the bet he made just so he can dance to single ladies as a drag  I would totally love to see that,😆
4,packing for Bens tomorow! I could fucking MURDER a bmt from subway right now,❤️
4," I'm glad you liked that tweet. I figured it would make you smile  Love you too, biffle",❤️
4," lol  ok esperarÃ©! you dont have to worry, you dont have to worry, you dont...( ",😆
4,listening to i giorni.... then is gonna try it again on the piano ... i WILL get it.. evenutally,😆
4,haha  lmao you got me while i was wearing a green bow for &quot;apes&quot;,😆
4,Of course!   has nothing on your gayness! He almost seems straight compared to you,😆
4,ARRRRGH!  im waaay tooo exicted atm!  nothing is for sure but still excited,😩
4,Hello skye lol  cya at skoool tomoz oh yea i think i found my new fone lol \the lg cookie,😆
4,Summeerr  6 days till my bday,😆
4," Aha, yeahh do that  lol. wont be able to get on with stuff haha. will think about friends everyday though  xxx",😆
4,Yesterday I saw Happy Feet on tv  Mumble is cute,😆
4,- Oops..i did it again,😆
4,Check this video out -- McFly fooling around on boring interview    hahahaa so cute!!!,😆
4," poor u i HATE tourists  they're annoying and always ask me for the way  &amp; psh, i like germany more and idc bout italia ",😆
4,In school going to be home soon. httpvimgpro.com/,🫤
4,Had awsome time with Vamp Kidd and East coast Kidd  now goin to gurds for a skate,😆
4,WOOOOOOOOOO IM FOLLOWING YOU NOWW  i shall stalk your every move  haha,😆
4,Good morning! Got sooo sick last night.  But I think I'm fine now.,😵
4,learning about twitter!!  fishies,❤️
4,Is on the way to Nina's.  And is going to miss Domi.   ~AfterTonight,❤️
4," okay, okay. will check it out!  thanks! ",😆
4," yeah I know , I like ne-yo's bit  miss independent..2 the fullest!",😆
4,At Mr. V's wif ashleyyy.  she needs to get one. lol  Startin' some new shit! 33,😆
4,went shopping and just bought the sims3  installing it...now! Really cute adorable guy working at best buy,❤️
4,gutted  i hope it doesn't rain for you,😆
4,i know i need some nyc   lol.  omg. i want to go back to that asian thing you took us to for some star paper,❤️
4,is kenny chesney tonight call text to meet up,❤️
4,Yayyy thanks  I'm watching Titanic on TNT!  Awww I love Leonardo Dicaprio,❤️
4,voted for you.  Hooray.  Are ya voting for yourself ?,😆
4,haha heree is your Tweetttt  (:   enough,😆
4,"just got a pedicure! on my way to dinner w/ my best. est. 1993 listening to LVATT, of course ",❤️
4,yo  my old account was . howve you beeen?,😆
4,i had seen them all but 3.. so really it was a waste of a day.. but thank you for your entertainment its much apreciated,😆
4,oh sure. Lol  IITS,❤️
4,Cant wait for warper tour i wanna see Nick Santino,❤️
4,i have G&amp PJs that say &quot;I understand. I just don't care&quot; - my fav,😉
4," yayy, you have a twitter too!!  lol, you can follow my insane adventures and I can follow yours!! ",😆
4,"Im very happy atm  Ahha, and Hopeful that I get to see Jonas Brothers on the 15th of June! ",😆
4,pshh im always riight   im riight when i say i love you,😆
4,My views haven't frozen once on my black dsi unboxing video.... maybe youtube likes me now,😳
4,I`m feeling better now. Thank God  ...And Bioflu.,😆
4,"Video: rawrgaby: AWHH I know , what happened . Heâs still awesome .  Always will be  ",😆
4,lol yeah christine would  but oh ok i will take her vibrator lol  Haha jk so no no rape,😆
4,Turns out i get a free phone. Woohoo.  i have to wait a few days though. Ooh well (: Jordan,❤️
4,I'm THE BEST! VICTORIA!!!  yaaaaaaaaayyyyyyyyy!!!,😆
4," did u see the hannah montana movie, it's like awesome and lucas till is kinda hot with his super (tandpasta) smile   ly2",😆
4,yesss! finally strawberry kiwi capri suns and not kool aid ones!  <Denise.Marie>,❤️
4,What? Edward is to big of a chicken to go shopping with me ask Bella I bet she wants a break lol,😛
4,hanging with my sister and my second cousin   sheee's soo cute  we're having fun,😆
4,Prevising  xxx x,❤️
4,whoowoowee  till what time? &amp; umm yes your page is beauuuutiful. wanna know why? i did it for you! haha,😆
4,I think I saw the story before.  haha. and nothing. i'm keeping my mouth shut.,😆
4,ohh  i havent been on twitter for ages soo i just saw that,😆
4,PLS follow me  greetings from germany,😆
4,"Bed! Bed, bed, bed, comfy, cozy bed. Sleep is good for the soul   maybe tomorrow, ill tell him tomorrow",❤️
4,then DANNY! ... noo... mhhhm... elvis is awesome,😆
4,just got up  gonna relax for most of the day at home today,😳
4,Just saw &quot;UP!&quot;  it was sooo cute  aww i cross my heart ha,❤️
4,you read my mind!  {blc+grt}[ssc],❤️
4,is refreshed.  and update'n her ipod to the EXTREAM  haha,😆
4,that's a cool namee   please visit it,❤️
4,Oh yeah  the tattoo of fail. I'm seriously hoping the pre is crap so that dude looks like more of a muppet,😆
4,Finally back in Manila!  And also currently a huge fan of Hotel For Dogs. ),😆
4,I'm excited that my new Kindle  is on the way,😩
4,ith pure water. Hebrews 10:22 brought to you by Suzie&amp;Nancie  powered by Jesus,❤️
4,BEFORE THE STORM NILEY REUNION! WOOOO,❤️
4,mmm pink hair again  yay summer,❤️
4,be back in a bitttttttttt  going to find the loser called EMMA  aw i do love her,😆
4,O SNAP JUST EDITED MA PAIGE. yea.. tnx to,😆
4,Coconut bay watching the lakers game lt,😉
4,Yessss mate  The Transformers ruleee.  #bgt,😆
4,okey  . me today i was in a '' cours arabe '',😆
4,"Omg... I just Remembered It Is Friday!  Have A Great Friday Everyone!  Peace, Love &amp; Happiness! -Jacob",😆
4,Good  meow...have u ever seen your kitten play in a paper shoping bag) its very entertaining.,😮
4,hahaha i really liked meeting you  haha no se si estara bien escrito... pero bueno  nice to met you!,😆
4,luuuuuuv ya!   such a great day  i am so happy! and i have to study maths.. so here i cooome. . . -.-,😆
4,ate a shave ice. made me full  lets see how long it lasts. hopefully I can last 6 hours til dinner . probably can't but lets try,😆
4,I saw your dance for Barack Obama  It's awesome,😆
4,omg thats ugh!!! but when i can talk to you its fine  and yea im amazing thats right...,😆
4,i totally didnt know you had twitter  follow me too  xxilu,😆
4,WAKE UP THEN  LAZYYYYYY,😆
4,bahahah  i have another packet  im so fat LOL.  i saved you all the orange ones,😆
4,I made new kandy braceletes with my bestie eric it took 4 hours lol,❤️
4,*hiss*  That looks nice.,😆
4," haha awesome  niiice, i shall use that name-no 3 on the petition Bernessa  thinking probs go crash hot damn that night ",😆
4,YES YES YES YES  sorry dont blame me  ahh my facebook is FiLLED with spam i tell uu  iluusfdmm,😆
4,"  DO WANT.   and awesome, yes, i will totes go tag her. **",😳
4,Back to the city of Nish...  Almost finished new progressive track...,😆
4,oh.  uh... well I know everyone in my grade from last year... that's 250 names.  i like remembering things,😆
4," lmao, deep breaths. you can put them on tomorrow night..  im putting that video on mine later ",😆
4,VIOcyanider&quot;You need a certificate that you are a human being and not an alien.&quot; hahahaha  amazing stuff!  YUP sure am an alien ;P,😆
4,time to read eclipse then head off to dream land,😺
4,ima get off of twitter now  bye ! have fun tweeting!,😆
4,mouuu T.T true  ill buy u a whole pizza! one only thou -.- still!~~,😆
4,I'm awake noweeeee  I dremed a very strange dream  And I mean VERY! Gosh I'm wierd,😆
4,ugh I bought a 10dollor skirt n madd accessories,❤️
4,"Watching sonny with a chance  Love it, it's sooo funny lol ",😺
4," lol. erm...i'm not sure. ahah. i'll let you know tomorrow..well...probably tonight but yeah  ahah. either way, i'll let you know ",😆
4," Worst fortune cookie I ever gotquot;Still Single?&quot; 2nd worst, from same restaurant: &quot;Love, money or neither?&quot; I haven't been back. ",🤐
4," Happy Birthday To You, I went To The Zoo, I Saw A Crazy Monkey, And I Thought It Was You! nah just kidding  happy birthday ",😆
4,ok thanx!  i hate when it loads slowly!,😆
4,town tomoz wiv mates after our exam in the morn for 4o mins  mine and sophyees icecreamf ace  pmsl,😆
4,So backiback  All American Rejects - Gives You Hell...luv this song,😆
4,"Big Brother 09 !  BB10, cant wait.. tonight ",😆
4,apparently im now known as Cherry  ah man i love my friends,😆
4,watching lara croft: tomb raider  that guy who keeps saying &quot;bugger&quot; is hilarious,😆
4,I just met bunch of crazy hippies in the centre  &quot;Free Hugs&quot;,😆
4,Yaaayyy!! you win!!,😆
4," Lol omg, please take their pics. Esp really really cute ones  Pretend you're taking your sis, but aim at the cuties  I did it b4!",😆
4,I miss Cali....But I loved Toy Story Mania  and being able to be on the set of The Tonight Show!,😆
4,hehe just kidding  anyway what are you doing?,😆
4," I'm terrified of silence, of lonely, bugs, and it freaks me out when someone touches their eyeballs....ewwwww...  ",😆
4,Morining  just got up too?,😆
4,Deemiii  i love you girrrl im such a big fan.. you shuld really come to toronto in Canada Ontario ; ) your boyond amaaazing,❤️
4,a NEW episode of &quot;The Diary Of Memories Of Autumn&quot; is coming VERY soon!  VERY FUNNY,😆
4,can't wait till thursday     yaayyy,😆
4,Home from the movies ; watched Up it was adorably cute  On my music Flow now dueces,😺
4,2'000 update    dedicated to,😆
4,"First iPhone app namequot;Fair-Share&quot;, allows friends who make joint purchases to split the debt between them. It's NOT a tip calculator!!! ",🤐
4,'s tweet of the day...  MEquot;ah look at the sky&quot;   ...  LISA: &quot;oh  its like the sea but upside down!&quot;,🤐
4,Just got back from my first 4th Ed. D&amp game. I like it. The system is smoooth.,😉
4,i love ashley new songs  GO ASHLEY!,😆
4,"bubblewrap is fun, can spend much time on it! hehe!!  ",❤️
4," REfursplosion Look at you, being all relevant and pop culture-y. ",🤐
4,Sendn lots of to all my twitter peeps!! have a fun &amp; safe weekend!!!  xoxo,❤️
4,I meant from* not with.  regarding my last tweeet. ahemmm.  in bed. listening to music.  'and I dont think I have the strengthh to ...,😆
4,yess i was with him   smartie,😆
4,lmfao ohhh . im greatt. you?,😆
4,In school now - very boring here  Hope everyone of you have got a great day !?,😆
4,Just come back from work.I don't know why people find English so difficultIt's raining again but today we have Children's Day in Poland,😉
4,"I tell you something, I think you'll understand when I say that somethin. I wanna hold your haaaand.  -The Beatles",❤️
4," I know, twilight is horrible.  but... sparkles!  Oh, sharpay.  Close enough  I watched the movies, damnit ",😆
4," haha! Again, I got an uneected reply!  I guess I should just tweet and tweet  and don't eect for a reply. ",😆
4,i'm great  j'ai mal partout but it's ok  yeaaaaaah chicagooooooooooooooooooooooooooooooooooooooooo,😆
4,MAAAN reunited It's been a while,❤️
4," Hehe, it's okayy, you were with a ton of people  lets hang out again soon! ",😆
4," hey Carrie do you know, you have 3 step-sisters  me ,  and   ask your mom about that LOL Xx",😆
4,Omg Yay Awesome Well I Must See It  Which One Is Dying Lindsey or Lauren lol Mrs.CJBaran,❤️
4,Summeerr  6 days till my bday,😆
4,Good Morning  Iam awake for two hours,😆
4," loool  but it's so unfair... You see these perfect square folded ones and it's like, &quot;Howwwwww!!!??!&quot; Hmm. Breakfast time ",😆
4,I have no idea  My friends went to see them and met them I think last Friday,😆
4,Okay I See....Your Gonna Go Crazy as Last Night And Then Your Gonna Fill Up My Page With All Your &quot;Im Crazy&quot; Updates   Hahaha,😆
4,WHOHOOOOOOO !!!   Life is easier if you smile  Love you all,😺
4,"doesn't have tonsillitus, but has a weird virus thing  I get Swine Flu shouted at me alot. ",😳
4,oh my gosh I just found Princess Protection Programm on the internet.  so i won't write back for like 2hours. so excited!good night,😆
4,Good times  I has nothing to do. I may go to the cinema to see Drag Me To Hell again,😆
4,"&quot;How can I move on, when I'm still in love with you...&quot;, Sry for all the romance stuff, i am thinking about a special someone right now ",❤️
4,ummm ok obviously you haven't read ne of my tweets or looked at my facebook page....I'M IN BELIZE!!!  continue to be jealous,😆
4,I wish  but Tania gave approval on the new hair  ily,😆
4,"have to entertain my sister now ... we're watching piggley wink  don't know if that's how u spell it but hey, it's good ",😆
4,at the spaa  oh mannn~~ relaxation HERE I COMEE,😆
4,full of pizza  (apple and blue cheese) the blue cheese tastes good,😆
4,LINK FOR PREVIEW TO ALL OF JBS SONGS STUIDO VERSON! NICK + MILEY DUETOVE perfect lyrics for them ha makin some people mad,❤️
4,Ugghh. Don't feel so good right now.  Probably sickk. OH Well. Hey Muthafuckersz,❤️
4,.. bye twitterworld. think im going to... i dont know  bye love you,😆
4," it's kinda unfair that you guys are coming to finland and denmark, but not to sweden  you have to come another time  peace",❤️
4,Y. I extremely LOVE piercings on girls. Especially tongue and belly  But lips and nose etc. is also nice.,😆
4,YAY!!  are you on msn?? im getting on now,😆
4,", you know, actually, from the moment you introduced those slims to me, I've become addicted to them  they're gorgeous ",😆
4,my brother is away..! He's with my mum! YaY,😆
4," Haha, really? I  that song. Oh girl. Makenzie and her friends left a LOT of treats  Parrrty tomorrow! ",😆
4," oh how nice, a Kindle  birthday present  then i'll wish you &quot;Happy Birthday&quot; early cause i'll forget later. x",😩
4,good morning  im so tanoshimi tonight!  .,😆
4," just say your tweet at  #followfriday thanks,, &quot;and the awsome&quot; cheers  you is awsome to. lol ",😆
4," nope..i ddn't feel sleepy yet  let's tweetn' till feeln' sleepy thn  hha~ btw, what r ya doin' nw ??",😆
4,FREE wireless at the beach??? If that is true I would NEVER leave lol. Hope you make the trek out and have some fun,😳
4,of course you do  twitter makers are twits  okay sorry that was a lame joke LOL.,😆
4,&quot;thisquot;+&quot;and thisquot;=eu ri.,🤐
4,just come back in  Fareham gets weirder everyday! man in purpledress...in oggy oggys! haha  classic.,😆
4,Hahaha ok yay  :L  And of course i love Catwoman :L,😆
4,wow!! it's rather amazing  I think you may have some competition ... you should have them as a support act,😆
4,Hahah Yes reading a book about vampires that your pen-pal sent you in the mail!   Mrs.CJBaran,❤️
4,Fuck stupid shit  goodnight peeps MoonChild,❤️
4,looks like he is!! I bet he's on a song writing trip. With nothing but a bag and a guitar  He wrote that last week,😆
4,soooo sleeepppyyy. cant believe I'm up and it's 8am  all for No Doubt.,😆
4," grats  think you can do bibiki bay now, it's really good  until about 65.",😝
4,Loves this sunny weather  feel like an ice cold drink,😆
4," um, yes I do  I know better ;P WAITING ",😆
4,super noisy!!  may Lee Min Ho &amp; Kim Bum look-a-like,😆
4," my Math test -.= Aww poor you, that doesn't sound fair... Good Night to you  I just woke up ",😆
4," Im Waking Up In Vegas  Sykke, Im From New Zealand LMFAO ",😆
4,Just arrived from my grandmother's house ! I ate a LOT today  and slept a LOT too  going to do my homework and then sleep more !,😆
4," lol thats cool  yeah you should study lol, but I guess im not helping, distracting you n all ",😆
4," ooh, hi i`m well, thx oh, u dont need to apologize..)haha, ok, sweet dreams  bye ",😆
4," I stink at Italian. Don't worry, I'm laughing about it  Thanks though ",😆
4,well the day has just gettin started  but Im already done,😆
4,prince harry is one blockk awayy,😺
4,lmao yuki  Welcome back,😆
4,Im eating frozen grapes  they are pretty bomb.,❤️
4,oooohh i liiiiike   ... thanks for the followwww,❤️
4,did you get to the next track yet ? hehe  try every thing in that fridge ? haha that would take some time  but ill,😳
4,I don't have the Windows  CD  they never gave us it.,😝
4,I'm Studing!  8 days and Madrid  JB!  wiiii!!!,😆
4,wow i haven't tweet in a looooong time  right now i'm kinda studying for french and i still have a loooooot to do :s,😛
4,Heheee  I have my last final today and need to study some more  I don't wana!!,😵
4,1 to Everton. That was quick!,😮
4,watchingg the mtv moviee awards J,❤️
4,"the funfair was good, except i broke my hand. lmfao seaweed  if you excuse me, i must sue dylan fanny ",😆
4,Sam cracked me up with her &quot days of school left&quot; in church today. I love that girl. Can't wait to spend more time with her this summer,😉
4,"was meant to start S+C assignment tonight....but didnt... OH WELL  omgggg great song just came on itunes, heartbeat- stereo skyline",❤️
4,"&quot;clubbing&quot; in toronto sat night, hotel (manhunt on all floors till 3am? yessssss!), sunday lunch with cousins gonna be a sweet weekend! ",❤️
4,yesterday it was raining here as well  but now the sun is shining !!!,😆
4,watching when a stranger calls. and listening to all of the song previews to the jonas brothers new cd,❤️
4,Cool  My followers are back to 61. Hahaha. Who has friendster?,😎
4,that was so nice. Best phone call i've ever had. Love you Caitlin  xxxxxxxxxxxx,😎
4,I'm still thinking about HOW amaziingly delicious my Risotto came out!... din-din was too good last nite!,❤️
4,it's five in the morning and i'm sitting on my bed with Dexter () listening to Puscifer! () much love to both,❤️
4,"uuuuugh... another day of school. i'm soooooo tired  wish i could sleep for 3 days straight  BUT, just 9 school days, then summer! ",😆
4," entroncamento  ya know whos comming here too? Blasted mechanism, rita guerra, joao pedro pais..  but are u ok?",😎
4,that's hell! I love every single one of those bands! Ps I got new earphones today mom got them 4me  thnx anyway,😆
4,"I am sitting with my dog, she is soooo cute ^^, btw. I Love you Robert Pattinson and- Happy B day Andy Hurley ",❤️
4,haha yes  macdona drive or something is nice(ish) as well,😆
4,So i totally met someone and i cant stop thinking of her.  she is amazing no lie  current goal: to NOT fuck this up,😆
4,I have kindle2. I like it a lot!! Kinda wish I had the  but oh well this works great!,😩
4,"Yay, I'm painting flowers that will go up in a local restaurant. My artwork is going to be up somewhere  ",😆
4,"its raining  but its alright, then the grass will get greener  good for the horses! The school ends soon! YEAH im so happy for that! ",😆
4,many thanks for that one  now i finally got sth to learn,😆
